1|3|Sataa tavallista enemmän|11:00
2|3|Sataa tavallista enemmän|11:00
3|2|Sataa tavallista enemmän|11:00
4|1|Sataa tavallista enemmän|11:00
5|4|Sataa tavallista enemmän|11:00
6|4|Sataa tavallista enemmän|11:00
7|5|Sataa tavallista enemmän|11:00
8|5|Sataa tavallista enemmän|11:00
11|8|Sataa tavallista enemmän|11:00
12|8|Sataa tavallista enemmän|11:00
13|10|Sataa tavallista enemmän|11:00
14|10|Sataa tavallista enemmän|11:00
15|10|Sataa tavallista enemmän|11:00
16|10|Sataa tavallista enemmän|11:00
17|10|Sataa tavallista enemmän|11:00
18|10|Sataa tavallista enemmän|11:00
19|10|Sataa tavallista enemmän|11:00
20|10|Sataa tavallista enemmän|11:00
21|10|Sataa tavallista enemmän|11:00
22|10|Sataa tavallista enemmän|11:00
23|10|Sataa tavallista enemmän|11:00
24|10|Sataa tavallista enemmän|11:00
25|10|Sataa tavallista enemmän|11:00
26|10|Sataa tavallista enemmän|11:00
27|10|Sataa tavallista enemmän|11:00
28|10|Sataa tavallista enemmän|11:00
29|10|Sataa tavallista enemmän|11:00
30|10|Sataa tavallista enemmän|11:00
31|10|Sataa tavallista enemmän|11:00
32|10|Sataa tavallista enemmän|11:00
33|10|Sataa tavallista enemmän|11:00
